N°DPE;Etiquette_DPE;Année_construction;N°_voie_(BAN);Code_postal_(BAN);Nom__rue_(BAN);Nom__commune_(Brut);Conso_5_usages_é_finale
2133E0536171G;F;1978;;33400;;TALENCE;8287,2
2195E1034353M;D;1982;;95370;24 Arpents, Général De Gaulle et Paul Cezanne;Montigny-lès-Cormeilles;9747,9
2363E1562416L;E;1945;77;63000;rue Alexandre Ribot;CLERMONT FERRAND;34441,8
2169E0655060H;G;1948;30;69420;Rue Nationale;CONDRIEU;23622,6
2291E3007451T;E;1948;;91700;Rue de l’Yerres;Fleury-Mérogis;14951,4
2335E0049549E;B;1969;3;35000;Parc des Balkans;RENNES;9377,2
2139E0574527S;E;1989;2;39140;Chemin de Boutru;BLETTERANS;9692,4
2294E0529330N;E;1945;;94800;Rue Joseph Carlier;VILLEJUIF;9110,1
2341E1391290V;E;1945;67;41100;Rue de Galette;AZE;11963,1
2133E0738495Y;D;1989;28;33170;Allée des Floralies;GRADIGNAN;8821,6
2229E0417801L;C;1974;;29590;Rue du Drenit;PONT-DE-BUIS-LES-QUIMERCH;7936,7
2335E1668371O;F;1948;8;35000;Boulevard d'Anjou;RENNES;5552
2194E0600636A;E;1947;2b;94340;Avenue du Président Wilson;JOINVILLE LE PONT;17409,7
2244E1593188F;C;1977;;44470;Rue de la Jumelière;CARQUEFOU;6649,8
2262E3227566P;D;1989;;62400;Rue Louise Michel;BETHUNE;3786,4
2142E0684194U;E;1947;25;42540;Place de la Mairie;STE COLOMBE SUR GAND, France;19173,5
2195E1034476F;D;1982;;95370;24 Arpents, Général De Gaulle et Paul Cezanne;Montigny-lès-Cormeilles;10076
2335E0158265O;E;1989;;35310;Rue des Bruyères;SAINT-THURIAL;10499,2
2113E0686509S;D;1947;242;13008;Avenue du Prado;MARSEILLE 08;30084,3
2221E2388790K;D;1996;37;21000;Rue Charles Dumont;DIJON;8802,5
2228E3200108F;E;1987;;28300;RUE ROLAND BUTHIER;Mainvilliers;5491,4
2161E0846008D;E;1980;;61500;;AUNOU SUR ORNE;17808,1
2144E1023925L;C;1985;;44200;Rue Pitre de Lisle du Dreneuc;Nantes;5974,6
2383E1035956T;C;1970;3;83000;Rue Laminois;Toulon;2896,5
2144E0809342G;C;2020;3;44300;Avenue Gergaud;Nantes, France;5355,9
2291E3010136A;E;1948;;91700;Rue de l’Orge;Fleury-Mérogis;18432,3
2356E2734252U;A;2021;40bis;56890;Rue du Vieux Puits;ST AVE;3038,4
2176E0669676S;E;1947;8;76320;Rue Voltaire;CAUDEBEC LES ELBEUF;15319,6
2222E1238003K;E;1945;3;22340;Rue de la Poste;Mael carhaix;10189,3
2329E2190767M;D;1948;;29480;impasse Colbert;LE RELECQ-KERHUON;4496,1
2121E0670868L;G;1947;24;21340;Rue Saint-Georges;LA ROCHEPOT;104150,7
2251E2193714Q;F;1945;5;51100;rue Alphonse Deffaut;REIMS;17391,7
2335E3142440N;C;1945;;35600;Rue du Tribunal;Redon;3107,3
2161E0773893M;F;1947;5;61350;Rue du Stade;Mantilly;50138,7
2275E2006381L;D;1948;7;75020;Ferdinand Gambon;Paris;4120,8
2344E1351399R;A;2016;13;44520;Rue du Clos Bédy;Moisdon-la-Rivière;1504,8
2185E0561774Z;C;2006;10;85600;Rue des Petites Roches;Montaigu-Vendée;8917,1
2213E1366022W;D;1961;;13640;Montée de la Jacourelette;LA ROQUE-D'ANTHERON;16262,1
2344E2155115V;G;1945;28;44118;Rue de Nantes;LA CHEVROLIERE;20005,6
2174E0580132Q;D;1975;721;74700;Rue Dominique Cancellieri;SALLANCHES;14264,7
2275E0358603J;D;1945;54;75010;Rue du Faubourg Poissonnière;Paris;13414,9
2375E1110463C;F;1945;6;75015;Rue Marmontel;PARIS;5568
2101E0630002X;D;1947;43;01330;Impasse des Petits Souliers;LE PLANTAY;41436,8
2244E0640375O;D;1968;1;44800;de Cahors;Saint-Herblain;12528
2333E1908302P;F;1945;2;33000;Rue du Quai Bourgeois;Bordeaux;4216,8
2175E0547185M;E;1948;204;75019;Rue de Crimée;PARIS 19;7345,4
2244E1706560R;D;1960;;44300;2 au 10 rue Clément Marot;Nantes;7270,3
2311E0088975Q;C;2015;31;11000;Rue Joseph de Boismortier;Carcassonne;4649
2113E0627715K;D;1948;140;13007;Rue dâ€™Endoume;MARSEILLE;9553,9
2266E1622539Y;D;1961;6;66330;Avenue du Dauphiné;Cabestany;15861,2
2375E3086575K;C;1989;34;75020;Rue de Bagnolet;Paris;2760
2174E0683327R;F;1947;39;74600;Rue du Vernay;ANNECY, France;26034,7
2293E2588475J;D;1948;7;93160;Rue du Chemin des Dames;NOISY-LE-GRAND;9630
2377E2153758X;E;1990;46;77440;Allee - du Canal;Lizy-sur-Ourcq;7923,5
2194E0805532Q;C;1948;10;94000;Allée Georges Braque;CRETEIL;9037,9
2244E0762314N;D;1965;95;44700;Avenue de la Patouillerie;Orvault;10243
2351E3524305G;D;1989;1;51160;Rue Porte d’En-Bas;Hautvillers;13077,6
2133E0575577W;E;1948;;33600;Avenue de la Chataigneraie;PESSAC;20381,8
2291E2301547P;D;1948;;91170;Avenue des Bouleaux;VIRY-CHATILLON;7420,9
2330E1316411L;C;1989;;30129;Chemin du Mas de l'Avocat;REDESSSAN;7042,2
2174E0580755P;D;1975;755;74700;Rue Dominique Cancellieri;SALLANCHES;15958,2
2224E1317032B;F;1945;;24110;Chemin de Jévah;ST ASTIER;37581,7
2341E1566551Q;D;1980;11;41240;Rue Pierre de Ronsard;OUZOUER-LE-MARCHE;8773,4
2185E0581886N;E;1983;;85310;;La Chaize-le-Vicomte, France;17600,2
2280E2167160L;C;1984;18;80540;Rue Adrien Waquet;Bovelles;25045,2
2344E0878875R;C;2013;33;44330;les creusettes;VALLET;6820,4
2151E0650767M;F;1948;15bis;51530;Rue Henri Euzenat;MAGENTA;18559,3
2291E2447129X;C;1948;;91140;Res de la Plante des Roches;VILLEBON-SUR-YVETTE;6363,3
2369E0852685I;D;2011;17;69480;Rue Maurice Utrillo;ANSE;7978,9
2159E0790014L;G;1948;14;59140;Rue du Docteur Louis Lemaire;DUNKERQUE, France;6254,4
2295E2502283J;E;1971;;95230;.;SOISY-SOUS-MONTMORENCY;11774,8
2344E1900805R;F;1978;10;44420;Allée Jean Charcot;PIRIAC SUR MER;15379,4
2175E0811041U;G;1947;183;75018;Rue Championnet;PARIS 18, France;11676,6
2294E1386458Z;C;1961;;94320;;THIAIS;11939,6
2344E0988386Q;F;1945;23;44000;Rue Dufour;NANTES;6329,3
2168E0747142W;D;1947;7;68600;Rue de Bâle;NEUF-BRISACH;8530,1
2235E2035645L;C;1945;;35300;;FOUGERES;9127,6
2376E3858701P;D;1980;10;76450;Residence les Chenes;OUAINVILLE;9467,5
2175E0737361Y;D;1973;;75017;;PARIS;12540,7
2278E2911692F;E;1948;43;78420;Rue Victor Hugo;CARRIERES SUR SEINE;59372,1
2383E1990770J;C;1989;40;83330;Chemin des Platrieres;Le Beausset;4667,6
2129E0805181Q;G;1948;5;29300;Impasse de Len-Goz;QUIMPERLE;42151,4
2216E1730080F;C;1980;1;16100;Rue des Hêtres;Châteaubernard;6515
2301E2230868T;E;1978;81;01600;Allée des Châtaigniers;Reyrieux;14386,8
2144E0743165Z;E;1947;83;44340;Rue de la Pagerie;BOUGUENAIS;12781,3
2213E1903183X;D;1948;45;13009;Avenue de luminy;Marseille;14552,6
2213E3216071P;C;1945;3bis;13330;Rue Passadouires;Pélissanne;3357,6
2131E0580002Z;E;1948;21;31820;Avenue de Toulouse;PIBRAC;27479,7
2250E1107431M;D;1959;17;50110;Rue du Petit Port;old Equeurdreville-Hainneville;15468,6
2327E3227089Y;D;2008;27;27310;Rue des Erables;La Trinité-de-Thouberville;9203,2
2187E0700131M;D;1947;3;87000;Rue Chaignaud;LIMOGES;6826,4
2292E2576166X;D;1945;17;92230;Rue Basly;GENNEVILLIERS;3189,9
2391E1889250B;E;1989;57;91210;Allée des Plantains;DRAVEIL;5794,9
2168E0606021D;F;1948;10b;68390;Rue de Modenheim;SAUSHEIM;23698
2235E0997342S;B;1961;;35200;Rue de Vern;RENNES;4237,8
2394E0052345Z;D;1945;50;94160;Avenue Robert-andré Vivien;SAINT-MANDE;5154,6
2192E0675198S;G;1948;2;92100;Rue Nationale;BOULOGNE BILLANCOURT;3727,1
2276E1677819M;D;1948;9;76560;Rue du Plessis;DOUDEVILLE;11383,2
2277E3230742I;D;1948;40;77340;Rue Jean Moulin;PONTAULT-COMBAULT;5805,9
2125E0938751U;D;1975;36;25600;Allee Eurydice;SOCHAUX;20566
2292E2991277S;D;1983;;92400;.;COURBEVOIE;6390,4
2383E1701268R;C;1948;84;83200;Rue d’Alep;Toulon;3957,6
2128E0959002U;C;1973;5;28210;Rue des Fleurs;Nogent-le-Roi;6073,5
2213E1968530G;C;2006;;13480;Domaine des Pradelles;CABRIES;5182,7
2375E3597129C;F;1945;28;75001;Rue Saint-Germain l'Auxerrois;Paris;5204
2162E0959737J;E;1995;14;62620;Rue Théophile Gautier;BARLIN;20876,6
2128E1036113P;G;1945;;28330;Les JASSEPERDRIX;Béthonvilliers;16686,2
2344E0101939N;D;1945;18;44000;Rue Copernic;NANTES;21047,9
2134E0753899L;C;1989;2;34760;Rue Yves Montand;BOUJAN-SUR-LIBRON;13068,1
2292E3058991C;F;1945;44;92100;Thiers;Boulogne-Billancourt;7551
2378E3591305F;C;1948;7;78190;Square Castiglione Del Lago;Trappes;2575,6
2144E0558840O;D;1947;;44710;;PORT ST PERE;73551,8
2291E2853163P;E;1948;33;91560;Rue Boileau;CROSNE;13404
2391E3431955W;C;2001;10;91310;Rue des Hirondelles;Linas;8129,3
2184E0771132E;D;1973;201;84700;Impasse des Amandiers;SORGUES;19665,1
2221E0251939V;D;1945;27;21000;Rue Auguste Comte;Dijon;10909,2
2345E1006482R;D;1982;7;45120;Rue du Loing;CEPOY;16472,1
2159E0702692X;D;1947;12;59800;Rue Fourmentel;LILLE, France;9853,6
2213E1903363V;D;1948;45;13009;Avenue de luminy;Marseille;15135,4
2335E3159828H;D;1948;16;35000;Rue Léon Ricottier;RENNES;8071,6
2185E0817645E;C;2013;;85100;;LES SABLES D OLONNE;10082,8
2244E1269609W;C;2018;21;44470;Rue André Maurois;Carquefou;4754,3
2345E2204813I;D;1995;15;45800;Rue Marc Sangnier;Saint-Jean-de-Braye;11733,6
2108E0786657J;D;1983;7;08290;Rue des Lilas;LIART;11389,4
2291E2886553V;D;1989;;;;SAINTE-GENEVIEVE-DES-BOIS;18782,1
2380E1008746C;D;2000;10;80000;Rue Malakoff;AMIENS;8952,5
2135E0755345C;E;1948;42;35200;Rue Martin-Feuillée;RENNES;21104,3
2272E1383661O;C;1971;58;72200;Gambetta;La Flèche;8168
2321E1717587Y;B;1948;6;21000;Allee de la Beauce;Dijon;4554,8
2156E0543432K;C;1948;1;56500;Kerguillaume;MOREAC;13866,8
2276E2910947M;D;1977;;76210;Rue du Vieux Château;GRUCHET LE VALASSE;12834,2
2335E3160741K;D;1948;19;35000;Rue Léon Ricottier;RENNES;8624,1
2144E0576503X;B;1948;4;44300;Rue Samuel de Champlain;NANTES;3815,1
2244E1126770B;D;1964;1;44700;Avenue Robert Chasteland;Orvault;12869,1
2373E1807165G;F;1986;988;73200;Rue commandant dubois;Albertville;14298,1
2117E0982372F;D;1961;;17610;Route de la Chapelle;Chaniers;15886,5
2225E0423161L;D;1961;19;25000;Chemin de la Grange Marguet;Besançon;14991,3
2395E1958538D;C;2006;;95800;Boulevard Merveilles;Cergy;6877,9
2123E0622027A;E;1989;30;23450;La Renauchat;FRESSELINES;14668,7
2244E1123846P;D;1964;1;44700;allée de la penfeld;Orvault;11009,9
2362E1118973X;C;1989;;62400;Rue Jean-jacques Rousseau;BETHUNE;5100,9
2159E0836320L;C;1947;49;59840;Rue des Lilas;PREMESQUES, France;11946,4
2237E2551214C;D;1945;2bis;37000;Rue de la Grandière;TOURS;44525,2
2335E0404670R;C;1959;17;35700;Rue Gustave Charpentier;RENNES;2872,8
2189E0749731G;C;1947;2bis;89290;Rue Auguste Renoir;VINCELLES;8317,3
2195E1035347S;E;1968;;95160;de Corneille;Montmorency;17742,3
2314E0432806A;F;1958;9;14860;Rue du Plain du Roy;Bavent;16256,9
2145E0567480X;E;1947;;45220;;MELLEROY;21669,8
2244E0979883O;C;1961;18;44600;Rue des Mésanges;SAINT-NAZAIRE;6058,6
2395E2415083O;D;1948;;95110;Boulevard Maurice Berteaux;Sannois;9368,7
2124E0743155V;G;1947;;24250;;GROLEJAC;34803,7
2244E1178453W;C;2015;1;44830;Rue du Guignardais;Bouaye;2735,3
2330E0234288I;D;1975;8;30110;Rue du 19 Mars 1962;Les Salles-du-Gardon;16520,2
2194E0709893F;F;1948;8;94800;Rue Henri Barbusse;VILLEJUIF;10964,7
2244E0134985M;F;1961;5;44600;Chemin du Relais;ST NAZAIRE;31090,7
2314E0607584G;D;1986;67;14600;Rue Haute;Honfleur;6749,2
2169E0739841C;C;2001;10;69009;Rue du 24 Mars 1852;LYON;9472,4
2292E0561639C;C;1961;;92160;;ANTONY;5765,2
2323E3516650T;F;1983;4;23250;Rue de la Carderie;ST HILAIRE LE CHATEAU;17270,2
2147E0618390B;D;1947;76;47000;Avenue Georges Delpech;AGEN, France;16242,2
2230E3114378Z;D;1959;;30200;280_5C RESIDENCE RACINE (TOUR C.) 1 RUE RACINE;Bagnols-sur-Cèze;8932,3
2303E3263421K;D;1984;7;03190;Rue du 6 Juin;Vallon-en-Sully;8940,6
2178E0614326Y;D;1983;3;78130;Rue Tristan Tzara;LES MUREAUX;15373,4
2222E0643710Z;D;1945;;22800;;QUINTIN;7780,5
2351E1496770D;C;2006;3;51200;Impasse des Tilleuls;Epernay;2865,7
2184E0589056G;D;1975;8;84130;Impasse Félix Gras;LE PONTET;15329,7
2291E1050018W;C;1985;2;91000;Allée John Ford;COURCOURONNES;8931,6
2342E0141052U;C;1945;103;42100;Rue de la Richelandière;Saint-Etienne;4857,7
2134E0703567P;D;1947;113;34500;Avenue Jean Moulin;BEZIERS;53266,3
2214E1317220X;C;1976;7;14000;Rue des Anciens d’Afn;CAEN;6739
2351E0891085O;E;1948;11;51100;rue Armand Guéry;REIMS;1540,3
2175E0629414D;D;1948;25;75018;Rue de Clignancourt;PARIS;6043,6
2180E1019027L;E;1962;14;80100;Avenue de la Gare;ABBEVILLE;13703,8
2387E0222480J;D;1948;16;87000;rue Elie Berthet;Limoges;5573,6
2124E0813562U;F;1948;77;24200;Impasse du Lander;SARLAT LA CANEDA, France;26199,5
2244E1706897Q;D;1960;;44300;2 au 10 rue Clément Marot;Nantes;9337
2335E0480310X;E;1983;;35560;.;saint remy du plain;8241,2
2166E0802039F;F;1948;7;66600;Allée de Sainte Colombe;SALSES LE CHATEAU;25082,2
2295E3006261D;D;1983;;95150;.;TAVERNY;8742
2344E2917399L;D;1994;5;44200;Quai André Rhuys;NANTES;1723
2175E0713394D;D;1948;45;75020;Rue Belgrand;PARIS;10131,6
2295E2251449X;E;1961;;95200;Tassigny, Allée Beaumarchais, Paul Valery;Sarcelles;16517,3
2362E0802938S;G;1948;45;62520;Rue Saint-louis;LE TOUQUET-PARIS-PLAGE;6609,4
2169E0600066D;F;1975;4;69007;Place Jean Jaurès;LYON;16477,6
2251E0076085J;F;1979;15;51450;Route de la Neuvillette;Bétheny;42624,1
2354E0087160M;D;2006;9;54430;des saules;REHON;4539,5
2175E0682851K;E;1947;10;75003;Rue Béranger;PARIS - 3EME;30007,9
2262E1988093O;D;1970;;62300;RUE FECAMP-GRDE RESIDENCE;LENS;12683,3
2314E0900199R;D;1995;4;14600;Rue Alexandre Dubourg;Honfleur;3628,6
2102E0547315R;F;1947;17;02360;Rue de Verdun;IVIERS;32353,6
2230E0945025I;D;1961;;30300;de la moulinelle;Beaucaire;12188
2314E1333857V;E;1981;4;14140;Rue des Myosotis;oldLivarot;7354,1
2183E0832959C;F;1948;161;83330;Traverse de lâ€™Estagnol;LE BEAUSSET;20961,2
2295E2258772O;C;1986;;95280;des Valanchards;Jouy-le-Moutier;6765,1
2351E3715368V;C;2006;22;51430;Avenue Roger Salengro;TINQUEUX;5344,8
2130E0596089R;E;1975;111;30000;Impasse des Verdiers;NÎMES;7234
2291E2217675T;D;1989;6;91390;Rue André Malraux;MORSANG-SUR-ORGE;7089,4
2335E1015404L;D;2006;53;35500;Allée de la Rose des Vents;VITRE;7456,8
2144E0801040Y;D;1947;;44670;;SAINT-JULIEN-DE-VOUVANTES;10825,8
2294E3188169O;C;1948;6;94300;Rue de l'Industrie;VINCENNES;7818,7
2344E3652427T;G;1948;6;44200;Route de Vertou;NANTES;9182,3
2121E0644449I;F;1947;50;21000;Rue de Tivoli;Dijon;23954,9
2292E2920741U;D;1948;;92500;.;RUEIL-MALMAISON;13077,3
2375E0128965E;D;1948;95;75019;Avenue de Flandre;PARIS;9573,4
2131E0594998T;E;1983;;31440;;MELLES, France;14032,2
2291E1867078G;E;1945;;91260;Grande Rue;JUVISY-SUR-ORGE;16816,7
2393E0279318R;D;1987;28;93100;Rue Saint-Denis;Montreuil;3799,4
2175E0845442X;F;1948;3;75013;Rue Xaintrailles;PARIS;9409,4
2214E1719952P;D;1975;5 et 7;14100;des Arts;Lisieux;279857,9
2391E3639141O;D;2006;50ter;91230;Rue du Docteur Leon Deglaire;Montgeron;9784,6
2121E0814786T;C;1948;72b;21160;Route de Beaune;MARSANNAY-LA-CÔTE;20206,3
2251E1279309F;E;1953;23,25,27,29;51100;ALEXANDRE DE SERBIE;Reims;13727,6
2375E1819001O;D;1997;65;75019;Quai de la Seine;Paris;437251,6
2159E0727928N;E;2016;;59500;;DOUAI;6665,1
2213E2186875D;C;1974;;13230;Résidence Baudin;Port-Saint-Louis-du-Rhône;4315,1
2375E3917068L;C;1989;17;75015;Rue d'Alleray;Paris;2026,2
2135E0600807I;D;1948;15;35000;Rue Frédéric Sacher;RENNES;8643,7
2251E1224707D;D;1962;11 au 19;51100;Louis barthou;Reims;14175,2
2349E2943103G;E;1978;20;49600;Rue de Bretagne (Gesté);GESTE;6750,5
2156E0737678K;G;1948;;56300;;PONTIVY;24712,5
2250E0254915K;C;1977;;50700;RUE DU GENERAL MESLIN;Valognes;8673
2393E3807003W;B;2022;56;93340;Avenue Thiers;LE RAINCY;888,2
2134E0579032U;E;1948;1;34300;Rue des Loriots;AGDE;26234,1
2254E0077151M;C;2009;13;54510;Boulevard de l'Avenir;Tomblaine;13151,1
2335E1544465Y;E;1989;15;35850;Résidence Jean-Marie Differt;ROMILLE;6918,9
2110E0640972E;D;1947;19;10000;Quai des Comtes de Champagne;Troyes, France;11536,5
2244E1005209Q;D;1977;2;44340;Rue Rosa Luxembourg;Bouguenais;9469,5
2315E1485661M;G;1979;1;15130;Immarion;ARPAJON SUR CERE;36831,8
2160E0577188W;C;1975;5;60180;Rue la Rochefoucauld;NOGENT-SUR-OISE;10462,1
2295E0693883N;C;1961;;95160;.;Montmorency;4743,6
2324E2655994Q;E;1945;361;24220;Côte de l'Eglise;Castels et Bézenac;7963,6
2139E0625099U;E;1947;;39000;;LONS-LE-SAUNIER;30552,7
2295E1624605N;F;1971;;95230;.;SOISY-SOUS-MONTMORENCY;20484,8
2316E0957852E;D;1967;10;16800;Rue des Freres Pelissier;Soyaux;13264,7
2171E0692694V;G;1947;27;71240;Avenue du 4 Septembre;SENNECEY-LE-GRAND;56903,6
2291E1352466M;D;1961;7;91210;Rue Gounod;DRAVEIL;17770,4
2378E3591881J;C;1948;5;78190;Square Castiglione Del Lago;Trappes;5051,3
2160E0788039N;E;1970;3;60310;Rue Marcel Poulin;LASSIGNY;18000,6
2244E0590961A;C;2018;36;44220;Rue Henri Gautier;Couëron;2757,5
2391E3928421S;D;1989;1;91330;Rue des Lilas;YERRES;6556,5
2175E0604148J;D;1947;202;75017;Boulevard Malesherbes;PARIS;31901,9
2213E1902763T;D;1948;45;13009;Avenue de luminy;Marseille;8997,3
2314E3589937D;D;1948;5;14500;Rue Andre Malraux;VIRE;7363,2
2156E0787352Y;D;1948;6;56600;Rue Louis le Hen;Lanester, France;12778
2293E2991793P;D;1948;10;93130;Allee d’Anjou;NOISY-LE-SEC;9352,8
2378E1975521R;D;1975;86;78680;Av du Professeur Emile Sergent;EPONE;9298,1
2169E0692862F;E;1948;11;69300;Cours Aristide Briand;Caluire-et-Cuire;32735,3
2292E2686672D;C;1989;36;92380;Grande Rue;GARCHES;3546,3
2344E1795458W;D;1966;3;44400;Rue du Pinier;Rezé;8306,8
2113E0650615E;D;1948;;13700;;MARIGNANE;11146,2
2262E0482314Z;E;1945;80;62620;Rue de la Loisne;BARLIN;20352,6
2378E0517006Y;F;1945;168;78500;Avenue de la République;SARTROUVILLE;14346,2
2181E0768994V;E;1947;;81440;;JONQUIERES;29140,9
2244E1189138V;C;1984;10;44700;Rue du Moulin à Vent;Orvault;7359,3
2341E0649745W;E;1945;;41100;Rue des Poilus;VENDOME;5409,5
2175E0605519C;E;1947;1;75005;Rue de Pontoise;PARIS;29931,9
2223E0872076I;D;1945;;23140;;RIMONDEIX;32061,9
2325E3848593W;E;1945;4;25680;Rue du Pont;Rougemont;22692,2
2178E0563679Z;D;1948;6;78210;Villa de l’Epi d’Or;ST CYR L ECOLE, France;9773,4
2286E1006178N;G;1961;33;86300;Avenue Aristide Briand;CHAUVIGNY;28281
2391E2286369W;D;1948;;91450;Domaine de Gerville;SOISY-SUR-SEINE;10303,8
2129E0658239A;D;1947;3;29150;Quai Jean Moulin;CHÂTEAULIN;7832,5
2214E1183602T;D;1961;9;14600;Cours Albert Manuel;Honfleur;8493,7
2377E2182443E;C;1945;29;77290;Rue de la Rochelle;MITRY-MORY;12559,3
2156E0610533F;D;1947;;56130;;NIVILLAC;13177,9
2291E1660123L;C;1964;;91100;.;Corbeil-Essonnes;8688,5
2344E3872275L;E;1997;10;44300;Rue de la Haltinière;Nantes;3779,2
2169E0797176H;D;1947;64;69270;Rue de la République;COUZON AU MONT D OR;23848,9
2251E0462345N;D;1945;12;51100;Rue Périn;REIMS;8210
2316E1037997R;C;1983;11;16440;Rue Nationale;Roullet-Saint-Estèphe;1486,3
2106E0733526U;E;1948;;06430;;SAINT DALMAS DE TENDE;17921,5
2293E1028384W;C;1961;;93220;;GAGNY;5676,5
2335E1907440N;E;1978;5;35690;Place du Champ Séquart;ACIGNE;9178,5
2153E0771410R;D;1948;47;53810;Rue Berthe Marcou;CHANGÉ;7363,6
2260E0575779S;C;1985;4;60000;Rue Arthur Rimbaud;Beauvais;8085
2351E1028369S;C;1945;10;51100;rue de Clairmarais;REIMS;3569,9
2100E0773896G;E;1948;7;26100;Rue Jacques Cartier;;24890,7
2292E1041073W;C;1961;;92600;;ASNIERES-SUR-SEINE;4821,4
2387E3941249Y;E;1948;5;87500;Rue Victor Hugo;ST YRIEIX LA PERCHE;6200,8
2142E0825857J;E;1978;10;42000;Boulevard Etats Unis;SAINT-ÉTIENNE;17509,5
2295E1275938G;D;1961;;95480;.;PIERRELAYE;9990
2352E2397424S;D;1979;1bis;52200;Rue Tassel;oldLangres;7328,5
2103E0827424D;E;1947;79;03100;Quai Rouget de Lisle;MONTLUCON;12300,2
2295E0743578W;C;1961;2;95400;Rue Auguste Renoir;Villiers-le-Bel;14371,5
2344E1638665J;D;1983;82;44150;Rue de Cologne;Ancenis Saint-Géréon;4232,3
2177E0648645W;G;1976;16;77000;Boulevard Chamblain;MELUN;6399
2295E1449630S;C;1982;;95100;Rue Jean Charcot;Argenteuil;6482,5
2360E2185058C;E;1989;45;60000;Rue de la Lyrette;BEAUVAIS;3311,6
2189E0568723K;E;1947;5;89000;Allee des Fauvettes;AUXERRE;8746,6
2251E2517170G;D;1978;;51100;Henri Barbusse et georges Boussinesq;Reims;16176,2
2376E3346374S;D;1986;15;76130;Rue Jean Monnet;MONT ST AIGNAN;64605
2130E0690599R;C;1947;1;30200;Rue de la Lône;CODOLET, France;12975,7
2292E3060405M;F;1945;61;92100;des Tilleuls;Boulogne-Billancourt;18769,9
2314E1356726K;E;1945;114;14270;Rue Jules Guesde;oldMézidon-Canon;6534,1
2192E0804320Y;C;1948;54;92110;Rue du Landy;CLICHY;7502,7
2257E2010597X;C;2015;57;57000;Rue Jacques Chirac;METZ;4088,5
2391E0688318J;E;2006;67;91700;Route de Corbeil;SAINTE-GENEVIEVE-DES-BOIS;4113,9
2107E0818805U;F;1947;150;07380;Chemin de la Gonthier;CHIROLS;39756,1
2295E0931867T;C;2015;25;95000;Boulevard de l'Oise;Cergy;2378,2
2333E2010184D;D;1990;7;33120;Avenue Nelly Deganne;ARCACHON;3973,1
2159E0824032V;D;1970;;59650;;VILLENEUVE D ASCQ;9887,5
2244E0248053G;D;1961;2;44100;Rue Jean Baptiste Delambre;Nantes;5633
2362E1096756K;D;1945;;;;HULLUCH;16279,7
2168E0771022I;D;1978;1;68260;Rue de Tulle;KINGERSHEIM;15806,4
2262E3090728P;D;1945;9;62160;Rue de Lorraine;GRENAY;13976,7
2328E3546922G;C;2017;7;28300;Rue du Clos Jean Moulin;Gasville-Oisème;5043,2
2140E0591386E;D;1948;386;40000;Av du Capitaine Roger Bonnemaire;MONT DE MARSAN;12984,4
2244E0758414N;C;1981;;44800;allée Pablo Picasso;Saint-Herblain;9208,3
2330E1281410G;D;1948;153;30310;Rue du Mas Liotard;Vergèze;7960,7
2175E0635835C;E;1948;24;75019;Rue dâ€™Hautpoul;PARIS 19, France;17072,5
2294E2095186T;D;1948;4;94000;Rue de la Croix des Craies;CRETEIL;11036,8
2383E0894576B;D;1976;316;83140;Rue Curet Bas;Six-Fours-les-Plages;8092,2
2113E0702391O;D;1948;24;13100;Avenue Jean Moulin;AIX-EN-PROVENCE;7815,5
2142E1023021P;C;1961;;42110;impasse Paul Verlaine;Feurs;6718,2
2330E2856421P;C;1970;;30200;Rue de Braunfels;BAGNOLS SUR CEZE;13108,9
2175E0702800R;F;1947;57;75008;Boulevard des Batignolles;PARIS 08;46993,5
2276E2907187W;E;1977;;76210;Rue du Vieux Château;GRUCHET LE VALASSE;10255,8
2375E1504534R;G;1957;26;75016;Rue de Lubeck;Paris;42640,4
2182E0642126I;F;1948;442;82500;Avenue de Gascogne;LARRAZET;21660,1
2225E1592529D;F;1960;92 A-B-C-D-E-F;25000;de Vesoul;Besançon;21932,4
2376E1792930W;C;1948;9;76800;Rue René Hartmann;ST ETIENNE DU ROUVRAY;6346,8
2162E0663761R;F;1948;2;62219;Residence les Mesanges;LONGUENESSE;19797,8
2221E2896634W;E;1948;73;21000;Rue de la Corvée;DIJON;15663,1
2362E2151259F;C;1997;;62460;Résidence du Parc Roland Cressent;DIVION;2893,2
2142E0717291T;E;1947;52;42300;Rue Louis Ranvier;ROANNE;30977,7
2280E1267087G;G;1945;22;80000;Rue Valentin Hauy;Amiens;6537
2360E1420971D;C;2014;15;60290;Rue des Robiniers;Laigneville;4118,6
2160E0833209V;E;1947;49;60700;Rue René Firmin;PONT STE MAXENCE;39158,9
2293E2899291V;C;1975;;93230;.;Romainville;5876,6
2338E1923551H;B;1982;6;38120;Rue du 19 Mars 1962;Saint-Égrève;3916,5
2183E0787789U;D;1948;46;83000;Rue Castel;TOULON;3150,9
2294E2098771Q;C;2006;11ter;94240;Rue Gustave Charpentier;L'Hay-les-Roses;8128,8
2344E3796138C;C;2019;;44000;Cours Olivier De Clisson;Nantes;5198
2138E0724594M;D;1948;70;38100;Avenue de Constantine;GRENOBLE;15894,1
2244E0775296V;C;2015;89;44800;Boulevard Marcel Paul;Saint-Herblain;4069,5
2375E3530963G;E;1948;57b;75015;Rue Emeriau;PARIS;15897,9
